customerid,gender,age,city,membershiptype,totalspend,itemspurchased,averagerating,discountapplied,dayssincelastpurchase,satisfactionlevel,invoiceno,stockcode,description,quantity,invoicedate,unitprice,country,purchasedate,productcategory,productprice,totalpurchaseamount,paymentmethod,customerage,returns,customername,churn,tenure,preferredlogindevice,citytier,warehousetohome,preferredpaymentmode,hourspendonapp,numberofdeviceregistered,preferedordercat,satisfactionscore,maritalstatus,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount,orderid,pricemrp,payment,timestamp,rating,productid,paymenttype,orderstatus,productweightg,productlengthcm,productheightcm,productwidthcm,customercity,customerstate,sellerid,sellercity,sellerstate,paymentinstallments,rowid,orderdate,shipdate,shipmode,segment,countryregion,stateprovince,postalcode,region,category,subcategory,productname,sales,discount,profit
423.0,Female,36.0,Houston,Bronze,470.5,8.0,3.0,False,26.0,Neutral,536401,22451,SILK PURSE BABUSHKA RED,1,12/1/2010 11:21,3.35,United Kingdom,1/29/2022 5:21,Electronics,24.0,4713.0,Credit Card,30.0,1.0,Patrick Salinas,1.0,8.0,Phone,3.0,6.0,E wallet,2.0,3.0,Laptop & Accessory,3.0,Divorced,10.0,0.0,11.0,3.0,6.0,9.0,147.17,00e7aeced1d61792368ec7bf8b967a90,36.85,58.7,13-04-2017 02:11,4.0,65e3848513c9ab70bf542e5d694cf072,boleto,delivered,575.0,25.0,13.0,14.0,salvador,BA,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,323.0,4/5/2020,4/9/2020,Second Class,Corporate,United States,Virginia,22304,South,Technology,Phones,AT&T CL82213,28.99,0.0,8.4071
425.0,Male,34.0,Los Angeles,Silver,780.2,11.0,4.2,False,18.0,Neutral,536401,84744,S/6 SEW ON CROCHET FLOWERS,1,12/1/2010 11:21,1.25,United Kingdom,8/26/2020 22:20,Clothing,274.0,847.0,Credit Card,30.0,1.0,Patrick Salinas,1.0,12.0,Computer,1.0,14.0,Debit Card,2.0,3.0,Mobile Phone,3.0,Divorced,2.0,0.0,11.0,0.0,1.0,7.0,137.55,0baad26e1a67410a85b2b38558dade2f,36.85,96.83,16-05-2017 17:33,5.0,65e3848513c9ab70bf542e5d694cf072,credit_card,delivered,575.0,25.0,13.0,14.0,salvador,BA,a416b6a846a11724393025641d4edd5e,sao paulo,SP,9.0,325.0,4/6/2020,4/12/2020,Standard Class,Corporate,United States,California,90049,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,0.0,12.9129
430.0,Female,31.0,New York,Gold,1160.6,15.0,4.5,True,35.0,Satisfied,536401,22473,TV DINNER TRAY VINTAGE PAISLEY,1,12/1/2010 11:21,4.95,United Kingdom,3/8/2021 5:02,Home,455.0,4788.0,Credit Card,67.0,0.0,Kaylee Evans,0.0,2.0,Phone,1.0,25.0,COD,2.0,3.0,Laptop & Accessory,2.0,Married,5.0,0.0,12.0,0.0,1.0,2.0,142.62,3fb5cb07abb84703f0890f6c92589bb8,26.14,108.27,19-02-2017 18:40,4.0,44f90f085c7a825863cbf867990e1513,credit_card,delivered,517.0,25.0,13.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,330.0,4/6/2020,4/10/2020,Standard Class,Corporate,United States,Pennsylvania,17602,East,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,0.7,-35.928
435.0,Female,36.0,Houston,Bronze,440.5,8.0,3.1,False,28.0,Neutral,536401,21463,MIRRORED DISCO BALL ,1,12/1/2010 11:21,5.95,United Kingdom,4/29/2020 4:18,Books,50.0,833.0,PayPal,67.0,1.0,Kaylee Evans,0.0,14.0,Computer,1.0,8.0,UPI,3.0,4.0,Laptop & Accessory,3.0,Single,3.0,1.0,17.0,0.0,1.0,7.0,168.11,a9491b6c990bc3b79967c5f058e46d8f,126.94,138.85,16-08-2018 13:07,5.0,afb52012e0c69e1b6af6c48d2a62f760,credit_card,canceled,2000.0,30.0,12.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,335.0,4/6/2020,4/10/2020,Second Class,Corporate,United States,California,90004,West,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,299.97,0.0,131.9868
437.0,Male,34.0,Los Angeles,Silver,780.2,11.0,4.1,False,19.0,Neutral,536401,20820,SILVER LOOKING MIRROR,3,12/1/2010 11:21,4.95,United Kingdom,5/22/2020 5:32,Books,25.0,4608.0,Credit Card,67.0,1.0,Kaylee Evans,0.0,8.0,Phone,3.0,6.0,Credit Card,3.0,3.0,Laptop & Accessory,3.0,Single,2.0,0.0,16.0,0.0,1.0,3.0,148.59,a487f3a5b2b3e028ef50c93210a69e71,57.17,66.56,4/5/2017 7:21,5.0,68f2b86d618f20c45d7a0db6db2cc664,credit_card,delivered,767.0,25.0,13.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,6.0,337.0,4/7/2020,4/10/2020,First Class,Consumer,United States,Alabama,36608,South,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,0.0,2.7776
438.0,Female,43.0,Chicago,Bronze,505.75,10.0,3.3,True,48.0,Unsatisfied,536401,85150,LADIES & GENTLEMEN METAL SIGN,1,12/1/2010 11:21,2.55,United Kingdom,3/7/2021 0:53,Clothing,106.0,914.0,PayPal,67.0,1.0,Victoria Michael,0.0,7.0,Mobile Phone,3.0,27.0,Debit Card,3.0,2.0,Laptop & Accessory,2.0,Single,2.0,0.0,12.0,5.0,5.0,7.0,153.37,057bc88d7845bc736fbe1fb27f2932f2,185.85,198.36,26-01-2018 17:00,1.0,1aa290cdf7d94d625562f35575218444,credit_card,delivered,1650.0,23.0,17.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,8.0,338.0,4/7/2020,4/12/2020,Standard Class,Corporate,United States,South Carolina,29203,South,Office Supplies,Paper,Xerox 1945,122.97,0.0,60.2553
441.0,Female,37.0,Houston,Bronze,450.8,7.0,3.4,False,32.0,Neutral,536401,48129,DOORMAT TOPIARY,1,12/1/2010 11:21,7.95,United Kingdom,9/21/2022 2:00,Home,243.0,4458.0,PayPal,62.0,0.0,Michael Daniels,0.0,19.0,Computer,1.0,24.0,Credit Card,2.0,3.0,Fashion,3.0,Divorced,6.0,0.0,11.0,1.0,1.0,2.0,205.27,e466da8b1fce311e8469cb62530c18a9,139.34,151.34,16-08-2018 05:54,5.0,f54cd09fa7e3c0f502187f200eb84084,credit_card,delivered,2000.0,30.0,12.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,3.0,341.0,4/7/2020,4/7/2020,Same Day,Home Office,United States,Georgia,30062,South,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,200.97,0.0,50.2425
443.0,Male,35.0,Los Angeles,Silver,800.9,12.0,4.1,False,20.0,Neutral,536401,82578,KITCHEN METAL SIGN,1,12/1/2010 11:21,0.55,United Kingdom,11/21/2022 15:26,Electronics,390.0,4458.0,Credit Card,62.0,0.0,Michael Daniels,0.0,10.0,Computer,3.0,15.0,Credit Card,3.0,3.0,Fashion,4.0,Married,2.0,0.0,13.0,6.0,7.0,7.0,188.34,75785442e7f4f3aee6dcdd92fd9328ba,99.0,112.71,6/2/2018 0:19,1.0,a779813bc20484d25e7dddbacab940a7,credit_card,delivered,700.0,30.0,12.0,16.0,cacapava,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,343.0,4/8/2020,4/12/2020,Standard Class,Home Office,United States,California,94521,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,99.592,0.2,2.4898
444.0,Female,41.0,Chicago,Bronze,475.25,9.0,3.6,True,48.0,Unsatisfied,536401,82581,TOILET METAL SIGN,2,12/1/2010 11:21,0.55,United Kingdom,4/20/2022 14:37,Electronics,453.0,4199.0,Credit Card,62.0,0.0,Michael Daniels,0.0,25.0,Mobile Phone,1.0,12.0,COD,3.0,3.0,Laptop & Accessory,5.0,Married,4.0,1.0,12.0,2.0,6.0,9.0,155.77,75785442e7f4f3aee6dcdd92fd9328ba,99.0,112.71,6/2/2018 0:19,5.0,a779813bc20484d25e7dddbacab940a7,credit_card,delivered,700.0,30.0,12.0,16.0,cacapava,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,344.0,4/8/2020,4/12/2020,Standard Class,Consumer,United States,Ohio,43615,East,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172.11,0.4,-94.6605
445.0,Male,28.0,San Francisco,Gold,1480.1,21.0,4.9,False,13.0,Satisfied,536401,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,12/1/2010 11:21,2.95,United Kingdom,6/12/2021 13:32,Clothing,327.0,2370.0,Credit Card,62.0,1.0,Michael Daniels,0.0,0.0,Computer,3.0,17.0,UPI,2.0,2.0,Laptop & Accessory,3.0,Divorced,9.0,0.0,12.0,1.0,1.0,2.0,147.07,8d21d47aa6bcf56b94fec17960b994ae,244.0,261.96,25-08-2017 10:22,5.0,e24ef3f9a7a1d8c6c2d932c53fcb1fbe,boleto,delivered,2300.0,30.0,12.0,16.0,brasilia,DF,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,345.0,4/8/2020,4/15/2020,Standard Class,Corporate,United States,Arizona,85301,West,Office Supplies,Fasteners,Binder Clips by OIC,2.368,0.2,0.8288
447.0,Female,36.0,Houston,Bronze,470.5,8.0,3.0,False,27.0,Neutral,536401,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,12/1/2010 11:21,2.1,United Kingdom,9/6/2023 1:18,Electronics,236.0,2118.0,PayPal,59.0,1.0,Tina Murray,1.0,11.0,Mobile Phone,1.0,16.0,Credit Card,3.0,3.0,Laptop & Accessory,3.0,Divorced,4.0,0.0,19.0,1.0,1.0,0.0,198.24,39d18a242f33a2e77c51d59dabea2e44,151.74,167.56,16-02-2017 10:48,5.0,f3b5bbdfd20be94cc96583501d2819ce,credit_card,delivered,400.0,30.0,10.0,17.0,curitiba,PR,a416b6a846a11724393025641d4edd5e,sao paulo,SP,6.0,347.0,4/8/2020,4/15/2020,Standard Class,Corporate,United States,Arizona,85301,West,Office Supplies,Paper,Things To Do Today Spiral Book,19.008,0.2,6.8904
448.0,Female,30.0,New York,Gold,1190.8,16.0,4.5,True,28.0,Satisfied,536401,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,12/1/2010 11:21,1.25,United Kingdom,12/1/2022 11:59,Books,289.0,2467.0,PayPal,59.0,1.0,Tina Murray,1.0,10.0,Mobile Phone,1.0,6.0,Debit Card,3.0,3.0,Laptop & Accessory,4.0,Divorced,7.0,0.0,12.0,3.0,4.0,3.0,164.47,3d6031aba8562253267cc241b6113b98,151.74,161.79,19-04-2017 22:15,1.0,f3b5bbdfd20be94cc96583501d2819ce,credit_card,delivered,400.0,30.0,10.0,17.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,2.0,348.0,4/8/2020,4/12/2020,Standard Class,Home Office,United States,California,94521,West,Technology,Accessories,Logitech Wireless Headset h800,399.96,0.0,139.986
